Dialogue,True_Symptom,Extracted_Symptom
"""Excessive Masturbation, Frustration, Anxiety, Irritability, Decreased Libido, Dissatisfaction with Intimate Relationships, Unrealistic Expectations of Sexual Performance, Loss of Confidence in One's Ability to Achieve Orgasm.""",['Delayed orgasm'],"Excessive Masturbation, Frustration, Anxiety, Irritability, Decreased Libido"
"""I've been experiening quite a bit of vaginal discharge, it's been comming out pretty fast and its a white-ish color, not too smelly but its definately there, and it's been happing for the past few days, I've tried to clean my self up good but it just keeps comming back.""",['Vaginal discharge'],Vaginal discharge
"""My tortured body, a canvas of anguish, bears the scars of Hand-foot syndrome's cruel touch, yet my most intimate struggles, the whispers of a loveless night, remain a mystery, an unspoken ache, a darkness that refuses to be named.""","['Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain)', 'Achieve and maintain erection']",Hand-foot syndrome
"""My mind is a muddled maze, where thoughts converge in maddening chaos, like a murky stream, while my urine flows clear as glass, a cruel irony, yet my heart is a heavy, leaden weight, refusing to lift its sorrow, a darkness that clings, a pain I dare not speak.""","['Concentration', 'Change in usual urine color', 'Sad']",
"""Me shoes be actin like they got the bladder problems, losin control at the worst times, and them soles be gettin all tingly like they stuck in the icebox, but not too bad, just a wee bit.""","['Urinary incontinence', 'Numbness & tingling']","Cracking at the corners of the mouth (cheilosis/cheilitis), Dry Mouth"
"""My shoes, once polished and bright, now feel as dry as the desert sand, with occasional bouts of queasiness that pass, yet leave me feeling quite forlorn, as if the sole had been torn, and my heart, too, had vomited its sorrow, but never, in truth, had I been so discouraged, that my daily steps felt like a weighty chore.""","['Nausea', 'Skin dryness', 'Vomiting', 'Discouraged']",
"""I got this gnawin' pain in my belly that's so bad it's like it's interferin' with me daily life, but it only happens sometimes, and when it does, it's like a big ol' knot in there.""",['Abdominal pain'],"Abdominal pain, Bloating, Constipation"
"""My shoes be gettin' wet every day, like I'm a leaky bucket, 'cause I'm always losin' control, if ya know what I mean.""",['Urinary incontinence'],
"""I am currently experiencing symptoms of hives, severe interference with concentration which significantly affects my daily activities, and moderate blurred vision that moderately hampers my daily routines.""","['Hives', 'Concentration', 'Blurred vision']","Hives, Severe interference with concentration, Moderate blurred vision"
"""Oh man, I'm really freakin' out, my shoes are like super sensitive, they're gettin' watery eyes all the time, it's like they're cryin' or somethin', can't even walk around without gettin' a little tear, and the worst part is, they're leakin' all over the place, I mean, they're experiencein' severe watery eyes, it's like they're in a war or somethin', and to make matters worse, they're also dealin' with urinary incontinence, it's like they're losin' control or somethin', can't even make it to the bathroom without accidents, it's like they're never in control, it's a nightmare, I'm literally losin' sleep over this, my shoes are a mess, I'm a mess, I don't know what's goin' on!""","['Watery eyes', 'Urinary incontinence']","Watery eyes, Urinary incontinence"
"""My shoes has got General pain - Quite a bit of interference with daily activities, Hot flashes - Never happens but when it does it's Severe.""","['General pain', 'Hot flashes']","General pain, Hot flashes"
"""One of these symptoms I am experiencing is: Vaginal dryness ->  Dryness of the vaginal area,  Unable to have orgasm ->  Inability to reach orgasm,  these are the symptoms I am experiencing.""","['Vaginal dryness', 'Unable to have orgasm']","Vaginal dryness, Unable to have orgasm"
"""I am currently experiencing dizziness, which is interfering quite a bit with my daily activities and is of moderate severity; I also do not have any issues with achieving and maintaining an erection, as this symptom is not applicable to me; however, I would prefer not to answer regarding the presence or absence of nail ridging.""","['Dizziness', 'Achieve and maintain erection', 'Nail ridging']",Dizziness
"""I am experiencing a considerable amount of distress due to the general pain that severely interferes with my daily activities, the occasional muscle pain which, although not severe, quite significantly hampers my daily functioning, and, I must confess, a slight concern regarding the changes in my taste, albeit, I am relieved to note, they do not pose a significant issue at present.""","['General pain', 'Muscle pain', 'Taste Changes']","general pain, muscle pain, changes in taste"
"""My shoes, beset by a wheezy sigh, now suffer from a mild case of vaginal dryness, while their general aches and pains, though occasionally felt, are hardly a hindrance, but their dry mouth, oh so severe, is a parched and cracked sole.""","['Wheezing', 'Vaginal dryness', 'General pain', 'Dry Mouth']","Coughing, Dry Mouth"
"""I've got Dizziness (spinning around), Urinary frequency (runnin' to the loo all the time), Fecal incontinence (accidents happenin' when I'm not lookin'), and Dry Mouth (my tongue's as dry as the Sahara desert).""","['Dizziness', 'Urinary frequency', 'Fecal incontinence', 'Dry Mouth']","Dizziness, Urinary frequency, Fecal incontinence, Dry Mouth"
"""My beleagured soul is tormented by the most vexing of afflictions, a malady so heinous it defies the feeble attempts of mortal men to comprehend it, wherein I am plagued by the incessant, maddening flashing lights that dance before mine eyes like a thousand fiery dervishes, their strobing pulses a symphony of anguish that threatens to consume me whole, and yet, in a cruel twist of fate, my stomach, that most finicky of organs, has seen fit to bestow upon me the gift of moderate, yet nonetheless debilitating, vomiting, a reflex so spasmodic it would put the most accomplished of contortionists to shame, a condition so grievous, so calamitous, that I am forced to wonder if the very fabric of reality itself is not unraveling before mine eyes.""","['Flashing lights', 'Vomiting']",
"""i've got this weird stuff goin on, i feel like i'm losin all appitite for, you know, the romantic stuff, its like my libido just dissapeard, i dont know whats goin on with my body, i got these bruises evrywhere, i mean, not really, i think i forgot to answer that question, but yeah, i'm pretty sure i got some, and my girlfriend says i'm doin somethin wrong, but i dont know whats goin on, and the worst part is, i cant even, you know, finish things off, its like my body just shuts down, and to make things worse, i'm gettin nosebleeds all the time, like, almost constantley, its like my nose is tryin to bleed out or somethin, but its not that bad, just a lil annoying.""","['Decreased libido', 'Bruising', 'Unable to have orgasm', 'Nosebleed']","Decreased libido, Achieve and maintain erection"
"""I'm not sure how to rate the severity of my decreased libido, but I can tell you that I've noticed a significant shift in my overall interest in intimacy and romantic activities, which has been impacting my relationship with my partner, and I'm having trouble articulating my feelings or desires, making it difficult to initiate or engage in physical affection, and I'm starting to feel like this change is affecting my self-esteem and overall well-being.""",['Decreased libido'],Decreased libido
"""My peepers r actin like a bloody faucet, watery eyes aint botherin me enuf 2 stop me from doin stuff.""",['Watery eyes'],Watery eyes
"""Me shoes be losin' their locks, aye, very much, like me own head, it's like a great storm hath beset them, with nary a hair to be found, and it doth seem a curse, a plague upon me footwear, that doth mock me with their balding tops.""",['Hair loss'],Cracking at the corners of the mouth (cheilosis/cheilitis)
"""My coughing is causing considerable distress, severely impeding my daily routines, and its severity is of an exceptionally high order, while my shortness of breath is also significantly impacting my daily life, and its severity is equally as extreme.""","['Coughing', 'Shortness of breath']","Coughing, Shortness of breath"
"""My digestive system appears to be experiencing considerable distress, as evidenced by the frequent and persistent episodes of loose bowel movements, accompanied by a concurrent and extremely severe instance of retching, which I must confess, I am rather hesitant to elaborate upon in terms of its frequency.""","['Diarrhea', 'Vomiting']","Coughing, Diarrhea, Nausea, Vomiting"
