Dialogue_Generated,Symptoms,Description,Meta,Language_Style,Tone,Detail_Level,Enumeration,Explicit_Symptom,Spelling_Errors
"""My tortured body, a canvas of anguish, bears the scars of Hand-foot syndrome's cruel touch, yet my most intimate struggles, the whispers of a loveless night, remain a mystery, an unspoken ache, a darkness that refuses to be named.""","['Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain)', 'Achieve and maintain erection']","Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain) (attributes: Severity) , Achieve and maintain erection (attributes: Severity)","Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain) -> Severity: Not applicable ,  Achieve and maintain erection -> Severity: None",Poetic/Literary Register,Fearful,2,False,False,False
"""My mind is a muddled maze, where thoughts converge in maddening chaos, like a murky stream, while my urine flows clear as glass, a cruel irony, yet my heart is a heavy, leaden weight, refusing to lift its sorrow, a darkness that clings, a pain I dare not speak.""","['Concentration', 'Change in usual urine color', 'Sad']","Concentration (attributes: Interference (with daily activities), Severity) , Change in usual urine color (attributes: Presence/Absence) , Sad (attributes: Interference (with daily activities), Frequency, Severity)","Concentration -> Interference (with daily activities): Somewhat, Severity: Mild ,  Change in usual urine color -> Presence/Absence: No ,  Sad -> Interference (with daily activities): A little bit, Frequency: Almost constantly, Severity: Prefer not to answer",Poetic/Literary Register,Angry,3,False,False,False
"""Me shoes be actin like they got the bladder problems, losin control at the worst times, and them soles be gettin all tingly like they stuck in the icebox, but not too bad, just a wee bit.""","['Urinary incontinence', 'Numbness & tingling']","Urinary incontinence (attributes: Interference (with daily activities), Frequency) , Numbness & tingling (attributes: Interference (with daily activities), Severity)","Urinary incontinence -> Interference (with daily activities): Very much, Frequency: Never ,  Numbness & tingling -> Interference (with daily activities): A little bit, Severity: Moderate",Vulgar Register,Fearful,3,False,False,False
"""My shoes, once polished and bright, now feel as dry as the desert sand, with occasional bouts of queasiness that pass, yet leave me feeling quite forlorn, as if the sole had been torn, and my heart, too, had vomited its sorrow, but never, in truth, had I been so discouraged, that my daily steps felt like a weighty chore.""","['Nausea', 'Skin dryness', 'Vomiting', 'Discouraged']","Nausea (attributes: Frequency, Severity) , Skin dryness (attributes: Severity) , Vomiting (attributes: Frequency, Severity) , Discouraged (attributes: Interference (with daily activities), Frequency, Severity)","Nausea -> Frequency: Occasionally, Severity: None ,  Skin dryness -> Severity: Moderate ,  Vomiting -> Frequency: Never, Severity: Moderate ,  Discouraged -> Interference (with daily activities): Quite a bit, Frequency: Occasionally, Severity: Not applicable",Poetic/Literary Register,Friendly,3,False,False,False
"""I got this gnawin' pain in my belly that's so bad it's like it's interferin' with me daily life, but it only happens sometimes, and when it does, it's like a big ol' knot in there.""",['Abdominal pain'],"Abdominal pain (attributes: Interference (with daily activities), Frequency, Severity)","Abdominal pain -> Interference (with daily activities): Somewhat, Frequency: Never, Severity: Very severe",Vulgar Register,Confused,3,False,False,False
"""My shoes be gettin' wet every day, like I'm a leaky bucket, 'cause I'm always losin' control, if ya know what I mean.""",['Urinary incontinence'],"Urinary incontinence (attributes: Interference (with daily activities), Frequency)","Urinary incontinence -> Interference (with daily activities): Very much, Frequency: Never",Vulgar Register,Confused,1,False,False,False
"""I am currently experiencing symptoms of hives, severe interference with concentration which significantly affects my daily activities, and moderate blurred vision that moderately hampers my daily routines.""","['Hives', 'Concentration', 'Blurred vision']","Hives (attributes: Presence/Absence) , Concentration (attributes: Interference (with daily activities), Severity) , Blurred vision (attributes: Interference (with daily activities), Severity)","Hives -> Presence/Absence: Prefer not to answer ,  Concentration -> Interference (with daily activities): Very much, Severity: Severe ,  Blurred vision -> Interference (with daily activities): Quite a bit, Severity: Moderate",Formal Register,Neutral,2,False,True,False
"""Oh man, I'm really freakin' out, my shoes are like super sensitive, they're gettin' watery eyes all the time, it's like they're cryin' or somethin', can't even walk around without gettin' a little tear, and the worst part is, they're leakin' all over the place, I mean, they're experiencein' severe watery eyes, it's like they're in a war or somethin', and to make matters worse, they're also dealin' with urinary incontinence, it's like they're losin' control or somethin', can't even make it to the bathroom without accidents, it's like they're never in control, it's a nightmare, I'm literally losin' sleep over this, my shoes are a mess, I'm a mess, I don't know what's goin' on!""","['Watery eyes', 'Urinary incontinence']","Watery eyes (attributes: Interference (with daily activities), Severity) , Urinary incontinence (attributes: Interference (with daily activities), Frequency)","Watery eyes -> Interference (with daily activities): A little bit, Severity: Severe ,  Urinary incontinence -> Interference (with daily activities): Very much, Frequency: Never",Informal Register,Fearful,5,False,False,False
"""My shoes has got General pain - Quite a bit of interference with daily activities, Hot flashes - Never happens but when it does it's Severe.""","['General pain', 'Hot flashes']","General pain (attributes: Interference (with daily activities), Frequency, Severity) , Hot flashes (attributes: Frequency, Severity)","General pain -> Interference (with daily activities): Quite a bit, Frequency: Prefer not to answer, Severity: Prefer not to answer ,  Hot flashes -> Frequency: Never, Severity: Severe",Neutral/Standard Register,Friendly,1,True,False,True
"""One of these symptoms I am experiencing is: Vaginal dryness ->  Dryness of the vaginal area,  Unable to have orgasm ->  Inability to reach orgasm,  these are the symptoms I am experiencing.""","['Vaginal dryness', 'Unable to have orgasm']","Vaginal dryness (attributes: Severity) , Unable to have orgasm (attributes: Presence/Absence)","Vaginal dryness -> Severity: Prefer not to answer ,  Unable to have orgasm -> Presence/Absence: Prefer not to answer",Vulgar Register,Confused,4,True,False,False
"""I am currently experiencing dizziness, which is interfering quite a bit with my daily activities and is of moderate severity; I also do not have any issues with achieving and maintaining an erection, as this symptom is not applicable to me; however, I would prefer not to answer regarding the presence or absence of nail ridging.""","['Dizziness', 'Achieve and maintain erection', 'Nail ridging']","Dizziness (attributes: Interference (with daily activities), Severity) , Achieve and maintain erection (attributes: Severity) , Nail ridging (attributes: Presence/Absence)","Dizziness -> Interference (with daily activities): Quite a bit, Severity: Moderate ,  Achieve and maintain erection -> Severity: Not applicable ,  Nail ridging -> Presence/Absence: Prefer not to answer",Neutral/Standard Register,Neutral,5,False,True,False
"""I am experiencing a considerable amount of distress due to the general pain that severely interferes with my daily activities, the occasional muscle pain which, although not severe, quite significantly hampers my daily functioning, and, I must confess, a slight concern regarding the changes in my taste, albeit, I am relieved to note, they do not pose a significant issue at present.""","['General pain', 'Muscle pain', 'Taste Changes']","General pain (attributes: Interference (with daily activities), Frequency, Severity) , Muscle pain (attributes: Interference (with daily activities), Frequency, Severity) , Taste Changes (attributes: Severity)","General pain -> Interference (with daily activities): A little bit, Frequency: Prefer not to answer, Severity: Very severe ,  Muscle pain -> Interference (with daily activities): Quite a bit, Frequency: Occasionally, Severity: None ,  Taste Changes -> Severity: None",Formal Register,Fearful,3,False,True,False
"""My shoes, beset by a wheezy sigh, now suffer from a mild case of vaginal dryness, while their general aches and pains, though occasionally felt, are hardly a hindrance, but their dry mouth, oh so severe, is a parched and cracked sole.""","['Wheezing', 'Vaginal dryness', 'General pain', 'Dry Mouth']","Wheezing (attributes: Severity) , Vaginal dryness (attributes: Severity) , General pain (attributes: Interference (with daily activities), Frequency, Severity) , Dry Mouth (attributes: Severity)","Wheezing -> Severity: Prefer not to answer ,  Vaginal dryness -> Severity: Mild ,  General pain -> Interference (with daily activities): Not at all, Frequency: Occasionally, Severity: Mild ,  Dry Mouth -> Severity: Very severe",Poetic/Literary Register,Neutral,2,False,False,False
"""I've got Dizziness (spinning around), Urinary frequency (runnin' to the loo all the time), Fecal incontinence (accidents happenin' when I'm not lookin'), and Dry Mouth (my tongue's as dry as the Sahara desert).""","['Dizziness', 'Urinary frequency', 'Fecal incontinence', 'Dry Mouth']","Dizziness (attributes: Interference (with daily activities), Severity) , Urinary frequency (attributes: Interference (with daily activities), Frequency) , Fecal incontinence (attributes: Interference (with daily activities), Frequency) , Dry Mouth (attributes: Severity)","Dizziness -> Interference (with daily activities): Quite a bit, Severity: Not applicable ,  Urinary frequency -> Interference (with daily activities): A little bit, Frequency: Almost constantly ,  Fecal incontinence -> Interference (with daily activities): Very much, Frequency: Occasionally ,  Dry Mouth -> Severity: None",Informal Register,Confused,3,True,False,False
