Dialogue_Generated,Symptoms,Description,Meta,Language_Style,Tone,Detail_Level,Enumeration,Explicit_Symptom,Spelling_Errors
"""I'm experiencing irregular menstrual cycles, with no periods present at the moment, accompanied by a moderate to heavy vaginal discharge that's been ongoing, and I've also developed some hives, but I'm not sure if they're related to my other symptoms.""","['Irregular periods/vaginal bleeding', 'Vaginal discharge', 'Hives']","Irregular periods/vaginal bleeding (attributes: Presence/Absence) , Vaginal discharge (attributes: Amount) , Hives (attributes: Presence/Absence)","Irregular periods/vaginal bleeding -> Presence/Absence: No ,  Vaginal discharge -> Amount: Quite a bit ,  Hives -> Presence/Absence: Not applicable",Neutral/Standard Register,Friendly,5,False,False,False
"""I be havin' this terrible cough, it be interferin' with me daily activities quite a bit, and it be mild, but it be makin' me anxious, I be coughin' like a sick cat, it be a regular thing, I be coughin' day and night, it be a right nuisance, I be scared it be somethin' bad, this cough be gettin' on me nerves, I be coughin' and coughin', it be a never-endin' story, I be worried sick about this cough, it be interferin' with me life, I be coughin' like there be no tomorrow.""",['Coughing'],"Coughing (attributes: Interference (with daily activities), Severity)","Coughing -> Interference (with daily activities): Quite a bit, Severity: Mild",Vulgar Register,Fearful,2,False,True,False
"""Interference with daily activities due to mild fatigue, Characterized by: Mild Fatigue, Minimal Decreased Productivity, Normal Sleep Patterns, No Significant Decreased Appetite, Normal Energy Levels, No Notable Decreased Concentration, No Significant Decreased Motivation, Normal Daily Routine.""",['Fatigue'],"Fatigue (attributes: Interference (with daily activities), Severity)","Fatigue -> Interference (with daily activities): Not at all, Severity: Mild",Formal Register,Neutral,4,True,False,False
"""I am astonished that I must even bother to report my symptoms, but since you insist, I suppose I shall have to inform you that I am currently afflicted with an utterly distressing condition characterized by a distressing propensity to experience severe pain during the most intimate of activities, a predicament that is no doubt a result of my exquisite sensitivity to the harsh glare of sunlight, which, I dare say, is an affliction that even the most fastidious of individuals such as myself would hardly be expected to endure, and yet, here I am, suffering from both a severe inability to partake in sexual intercourse without experiencing considerable discomfort, and an altogether negligible sensitivity to sunlight, which, I suppose, is a minor blessing in an otherwise trying situation.""","['Sensitivity to sunlight', 'Pain with sexual intercourse']","Sensitivity to sunlight (attributes: Presence/Absence) , Pain with sexual intercourse (attributes: Severity)","Sensitivity to sunlight -> Presence/Absence: No ,  Pain with sexual intercourse -> Severity: Severe",Formal Register,Insulting,4,False,True,False
"""My muscle pain don't really bother me much, but I'm not sure how often it happens, and it's not like it's super bad or anything.""",['Muscle pain'],"Muscle pain (attributes: Interference (with daily activities), Frequency, Severity)","Muscle pain -> Interference (with daily activities): Not at all, Frequency: Prefer not to answer, Severity: Prefer not to answer",Vulgar Register,Neutral,2,False,False,False
"""I'm literally puking all the time, it's like my stomach is doing flips every five minutes, and it's getting worse by the hour, I'm talking moderate pain, not even close to being manageable, it's like someone's got a vice grip on my insides, and I just can't take it anymore.""",['Nausea'],"Nausea (attributes: Frequency, Severity)","Nausea -> Frequency: Frequently, Severity: Moderate",Informal Register,Angry,5,False,False,False
"""I am presently experiencing a most distressing condition wherein my feminine reproductive system is afflicted by a mild yet palpable vaginal dryness, a state of affairs that is rendered all the more vexing by the concurrent and decidedly unpleasant occurrence of unpredictable and frequent bouts of diarrhea, which I am reluctant to specify in terms of their frequency, as this would only serve to further exacerbate my already considerable discomfort.""","['Vaginal dryness', 'Diarrhea']","Vaginal dryness (attributes: Severity) , Diarrhea (attributes: Frequency)","Vaginal dryness -> Severity: Mild ,  Diarrhea -> Frequency: Prefer not to answer",Formal Register,Angry,5,False,False,False
"""Me eyes be seein' them dadburn specks everywhere, like I'm goin' blind or somethin'!""",['Visual floaters'],Visual floaters (attributes: Presence/Absence),Visual floaters -> Presence/Absence: No,Vulgar Register,Fearful,1,False,False,False
"""I'm experiencing some unusual issues with my feet, particularly with my nails, which seem to be... um, I'm not really sure what's going on with them, but they're not exactly the usual color, I don't know, I'm just really confused about this whole thing.""",['Nail discoloration'],Nail discoloration (attributes: Presence/Absence),Nail discoloration -> Presence/Absence: Prefer not to answer,Neutral/Standard Register,Confused,3,False,True,False
"""My constitution, beset by capricious whims, suffers frequent and moderate nosebleeds, a voice reduced to a raspy whisper, and an uncooperative stomach that prefers to remain mum about its grievances.""","['Nosebleed', 'Hoarseness', 'Nausea']","Nosebleed (attributes: Frequency, Severity) , Hoarseness (attributes: Severity) , Nausea (attributes: Frequency, Severity)","Nosebleed -> Frequency: Frequently, Severity: Moderate ,  Hoarseness -> Severity: Very severe ,  Nausea -> Frequency: Prefer not to answer, Severity: Severe",Poetic/Literary Register,Neutral,1,False,False,False
"""Regrettably, my condition appears to be characterised by a distressingly anomalous reduction in diaphoresis, manifesting as an inexcusably low propensity for sudation, which, I dare say, is an utterly unacceptable and inexplicable diminution of my otherwise normally functioning sudorific apparatus.""",['Decreased sweating'],Decreased sweating (attributes: Presence/Absence),Decreased sweating -> Presence/Absence: No,Formal Register,Insulting,5,False,False,False
"""My memory issues are so severe that they're interfering with my daily life, I can barely recall what I had for breakfast this morning, and it's affecting my ability to perform even the simplest tasks, like getting dressed or taking my medication on time.""",['Memory'],"Memory (attributes: Interference (with daily activities), Severity)","Memory -> Interference (with daily activities): Not at all, Severity: Very severe",Neutral/Standard Register,Angry,5,False,False,False
"""My shoez got Decreased appetite, which mentz i dont feel like eatin alot, and its interferin with my daily activitis alot, but its not causin me enny distress.""",['Decreased appetite'],"Decreased appetite (attributes: Interference (with daily activities), Severity)","Decreased appetite -> Interference (with daily activities): Very much, Severity: None",Vulgar Register,Neutral,2,True,False,True
"""I am absolutly fed up with the embarressing stretch marks that have been apparantly plaguing me, and I am utterly dismayed by the very severe sadness that has been persistently interfering with my daily activites, to a somewhat extent, although it only occurs rarely, but the intensity of this feeling is absolutly debilitating.""","['Stretch marks', 'Sad']","Stretch marks (attributes: Presence/Absence) , Sad (attributes: Interference (with daily activities), Frequency, Severity)","Stretch marks -> Presence/Absence: Yes ,  Sad -> Interference (with daily activities): Somewhat, Frequency: Rarely, Severity: Very severe",Formal Register,Angry,4,False,False,True
"""One would think a competant doctor would be aware of the obvious, but I suppose it's too much to expect from the likes of you, the swelling at the injection site is a tad red and has a slight tenderness to it, hardly a dificult diagnosis, if you ask me.""",['Pain and swelling at injection site'],Pain and swelling at injection site (attributes: Presence/Absence),Pain and swelling at injection site -> Presence/Absence: Not applicable,Formal Register,Insulting,2,False,False,True
"""Oh man, I'm getting these weird symptoms, my belly's been bloating up occasionally, like it's gonna burst or something, but it's not too bad, and sometimes I get these random hiccups that freak me out, but they're super rare, and I'm freaking out about something else, my body's been doing this weird thing where it's like, ready to ejaculate, but it's never actually happened, it's just this constant, nagging feeling, like something's gonna go wrong!""","['Bloating', 'Hiccups', 'Ejaculation']","Bloating (attributes: Frequency, Severity) , Hiccups (attributes: Frequency, Severity) , Ejaculation (attributes: Frequency)","Bloating -> Frequency: Occasionally, Severity: None ,  Hiccups -> Frequency: Rarely, Severity: None ,  Ejaculation -> Frequency: Never",Informal Register,Fearful,4,False,False,False
"""M' body's a wreck, hurts everywhere, hurts some more in me muscles, don't know how much longer I can take it.""","['General pain', 'Muscle pain']","General pain (attributes: Interference (with daily activities), Frequency, Severity) , Muscle pain (attributes: Interference (with daily activities), Frequency, Severity)","General pain -> Interference (with daily activities): Very much, Frequency: Prefer not to answer, Severity: Prefer not to answer ,  Muscle pain -> Interference (with daily activities): A little bit, Frequency: Occasionally, Severity: Moderate",Vulgar Register,Fearful,1,False,False,False
"""My ears have been making a kinda weird hissing sound, like a constant high-pitched whistling noise, it's been going on for a few days now, but it's not super annoying, it's more like a gentle humming, I'm not really sure how to describe it, but it's definately not normal, I've had it before, but this time it's a bit louder than usual.""",['Ringing in ears'],Ringing in ears (attributes: Severity),Ringing in ears -> Severity: Prefer not to answer,Neutral/Standard Register,Friendly,4,False,False,True
