,Dialogue_Generated,symptom,description,meta,language_style,Tone,Detail_level,Enumeration,Explicit_symptom,Spelling_errors
333," ""I have a rash on my arms and legs.""",Rash,Presence/Absence,Yes,Neutral/Standard Register,Confused,3,False,False,False
334," ""I've been having this weird skin issue where I get these red bumps all over my body. It's so annoying. I went to the doctor and he said it's some kind of sun allergy or something. I don't know what that means. I just know it's really itchy and I get these red bumps everywhere. I even got one on my penis the other day. I was so mad. I told the doctor to fix it or I'll sue him. He just gave me some cream and told me to stay out of the sun. Like I can just stop going outside. I'm so angry. I just want to feel normal again. I hate this.""",Sensitivity to sunlight,Presence/Absence,Not sexually active,Neutral/Standard Register,Angry,4,False,False,True
335," ""I am extremely annoyed by the fact that I am so sensitive to sunlight these days. It is absolutely infuriating.""",Sensitivity to sunlight,Presence/Absence,Prefer not to answer,Formal Register,Insulting,1,False,True,False
336," ""I have been feeling so sensitive to the sunlight lately, it's as if my skin is burning even when I'm just walking outside.""",Sensitivity to sunlight,Presence/Absence,Not applicable,Poetic/Literary Register,Friendly,1,False,True,True
337," ""I been gettin these red spots all over my body and it hurts like hell when I go outside in the sun.""",Sensitivity to sunlight,Presence/Absence,No,Vulgar Register,Confused,1,False,False,True
338," ""I have been feeling really scared lately because I have been getting these really bad sunburns. I try to stay out of the sun as much as I can but I still get them. I'm really worried that I might get skin cancer.""",Sensitivity to sunlight,Presence/Absence,Yes,Informal Register,Fearful,1,True,True,False
339," ""My skin has darkened, and it's becoming thicker and coarser, with a rougher texture. It's also becoming drier and more scaly.""",Skin darkening,Presence/Absence,Not sexually active,Poetic/Literary Register,Neutral,2,True,False,False
340," ""I'm lookin like a bloody coal miner, I am.""",Skin darkening,Presence/Absence,Prefer not to answer,Vulgar Register,Insulting,1,False,False,True
341," ""I've been noticing that my skin is lookin' a bit darker than usual, like it's tanned or somethin'. It's not just one area, it's all over my body. I've tried wearin' sunscreen but it ain't workin'. I'm gettin' really worried about this.""",Skin darkening,Presence/Absence,Not applicable,Vulgar Register,Neutral,5,False,True,True
342," ""My skin has become so dark that I look like a negro. It is so dark that I can't even see the veins on my arms.""",Skin darkening,Presence/Absence,No,Formal Register,Insulting,4,True,False,False
343," ""My skin is as dark as the night, and it's getting darker by the minute, you bloody doctor!""",Skin darkening,Presence/Absence,Yes,Poetic/Literary Register,Insulting,3,False,True,True
344," ""I've been having really dry skin for a while now, especially on my arms and legs. It's so bad that I have to apply moisturizer multiple times a day to keep it from getting too rough and itchy. Even then, it still feels really tight and uncomfortable. I've tried using different types of soap and body wash, but nothing seems to help. I've also tried using lotions and oils, but they don't seem to last very long. I'm really worried about this dry skin, because it's starting to get worse and worse.""",Skin dryness,Severity,Very severe,Informal Register,Friendly,5,False,False,False
345," ""my skin is so dry it feels like sandpaper""",Skin dryness,Severity,Not sexually active,Informal Register,Fearful,1,False,False,True
346," ""I got really dry skin on my arms and legs, and it's really itchy and red.""",Skin dryness,Severity,Prefer not to answer,Vulgar Register,Friendly,2,True,True,True
347," ""I'm so dry, I feel like a mummy. My skin is so parched, it's like sandpaper. I'm so sick of this dryness, I could scream.""",Skin dryness,Severity,None,Neutral/Standard Register,Insulting,3,False,False,True
348," ""I'm so dry, I could be a f**king mummy. My skin is so parched, it's like I've been dipped in a vat of f**king cement.""",Skin dryness,Severity,Not applicable,Vulgar Register,Insulting,2,False,False,False
349," ""My skin is as dry as the desert sand, and it feels like it is going to crack and peel off at any moment.""",Skin dryness,Severity,Moderate,Poetic/Literary Register,Fearful,1,False,False,False
350," ""I have noticed that my skin has become very dry recently.""",Skin dryness,Severity,Mild,Formal Register,Neutral,3,False,True,False
351," ""I've been having really dry skin lately, especially on my arms and legs. It's so bad that I have to apply moisturizer multiple times a day just to keep it from getting too rough and itchy. I've tried using different types of soap and body wash, but nothing seems to help. I've also tried using lotions and oils, but they don't seem to last very long. I'm really worried about this dry skin because it's starting to get worse and worse.""",Skin dryness,Severity,Severe,Informal Register,Friendly,5,False,False,False
352," ""I got these stretch marks on my belly and thighs after I had my kid, and now I'm so self-conscious when I wear a bikini.""",Stretch marks,Presence/Absence,Not sexually active,Vulgar Register,Friendly,5,False,True,True
353," ""My skin is now a map of my fears, each line a scar from the weight of my worries.""",Stretch marks,Presence/Absence,Prefer not to answer,Poetic/Literary Register,Fearful,2,False,False,True
354," ""I have noticed that my skin has become very fragile and thin, and I have developed long, purple streaks on my abdomen and thighs.""",Stretch marks,Presence/Absence,Not applicable,Formal Register,Fearful,5,False,False,False
355," ""I am experiencing these red lines on my skin which are very noticeable and I am extremely embarrassed by them.""",Stretch marks,Presence/Absence,No,Formal Register,Angry,3,False,False,True
356," ""I have been experiencing these stretch marks for quite some time now and I am extremely frustrated with them. They are very noticeable and I feel self-conscious when I wear a swimsuit or a dress. I have tried to get rid of them by losing weight and exercising but nothing seems to work. I am at my wit's end and I do not know what to do anymore.""",Stretch marks,Presence/Absence,Yes,Formal Register,Angry,4,False,True,True
357," ""I feel as if my head is a spinning top, and my vision is all blurry and distorted, like a painting smeared with paint.""",Dizziness,Interference (with daily activities),Not at all,Poetic/Literary Register,Insulting,1,False,False,True
358," ""I have been feeling dizzy for a few days now and it is getting worse.""",Dizziness,Interference (with daily activities),A little bit,Neutral/Standard Register,Fearful,2,False,False,True
359," ""I feel dizzy all the time, my head spins and I fall down, I can't stand up straight, I feel like I'm going to faint, I see spots and my vision blurs, I feel sick to my stomach, I can't eat or sleep, I'm always tired and weak, I'm so scared I might die.""",Dizziness,Interference (with daily activities),Somewhat,Poetic/Literary Register,Fearful,1,True,False,True
360," ""I feel like I'm going to fall down when I stand up.""",Dizziness,Interference (with daily activities),Quite a bit,Neutral/Standard Register,Fearful,2,False,False,False
361," ""I cant even stand up straight without falling over.""",Dizziness,Interference (with daily activities),Very much,Informal Register,Fearful,1,False,False,True
362," ""I have been feeling very dizzy lately, especially when I stand up quickly.""",Dizziness,Severity,Very severe,Formal Register,Friendly,3,False,False,True
363," ""I have been feeling quite giddy of late, as if the room is spinning around me. It is as if I am floating above the ground, and I often lose my balance and fall to the floor.""",Dizziness,Severity,Not sexually active,Poetic/Literary Register,Neutral,3,False,False,True
364," ""I'm so dizzy all the time, I feel like I'm gonna fall down. I can't even stand up straight. I feel like I'm gonna vomit all the time. I'm so sick of feeling sick.""",Dizziness,Severity,Prefer not to answer,Informal Register,Insulting,5,True,False,False
365," ""I feel dizzy all the time, I'm scared I might fall down.""",Dizziness,Severity,None,Informal Register,Fearful,2,False,False,False
366," ""I feel like I'm spinning out of control, like a top that's been wound up too tight and then suddenly released. My head is spinning and I feel like I'm going to fall over.""",Dizziness,Severity,Not applicable,Poetic/Literary Register,Angry,1,False,False,True
367," ""I feel dizzy.""",Dizziness,Severity,Moderate,Neutral/Standard Register,Neutral,3,True,False,False
