Dialogue_Generated,symptom,description,meta,language_style,Tone,Detail_level,Enumeration,Explicit_symptom,Spelling_errors
" ""I've been noticing that my nails have been falling off one by one. I'm really worried that something is seriously wrong with me.""",Nail loss,Presence/Absence,No,Neutral/Standard Register,Fearful,4,False,False,False
" ""I'm tellin ya, I woke up this mornin and my fingernails were all fallin off! I'm talkin like 5 or 6 of 'em! What the hell is goin on with my body? I'm gettin old or somethin? I'm sick of this sh*t already!""",Nail loss,Presence/Absence,Yes,Vulgar Register,Angry,4,False,False,True
" ""I've been gettin' these weird lines on me nails, like they're ridgin' up. It's been goin' on fer months now, and I don't know what's causin' it.""",Nail ridging,Presence/Absence,Not sexually active,Vulgar Register,Friendly,4,False,True,False
" ""I've been noticing that my nails have been getting ridges on them and it's really annoying. I mean, who wants to have a nail with a ridge on it? It's like having a tooth with a cavity in it. I'm so sick of it.""",Nail ridging,Presence/Absence,Prefer not to answer,Neutral/Standard Register,Insulting,2,False,False,False
" ""I've been noticing that my nails are getting ridges on them. I've had them for a while now, but they seem to be getting worse. I've tried to take better care of my nails, but it doesn't seem to be helping.""",Nail ridging,Presence/Absence,Not applicable,Neutral/Standard Register,Friendly,3,True,False,True
" ""I have been experiencing some nail ridging on my fingers and toes. It's been getting worse over the past few months and it's really starting to bother me. I'm worried that it might be a sign of something more serious.""",Nail ridging,Presence/Absence,No,Neutral/Standard Register,Neutral,3,True,False,True
" ""I've been noticing that my nails are kinda ridged and stuff, but I'm not sure if it's just because I've been biting them or what.""",Nail ridging,Presence/Absence,Yes,Informal Register,Confused,3,False,False,True
" ""My skin is a burning inferno, a fiery pit of agony, a radiation ravaged ruin, a blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering blistering",Radiation skin reaction,Severity,Very severe,Poetic/Literary Register,Insulting,3,False,True,True
" ""My skin is burning like a wildfire, and I fear I may never be able to touch another again.""",Radiation skin reaction,Severity,Not sexually active,Poetic/Literary Register,Fearful,1,False,False,False
" ""I am so sick of this radiation treatment, it is causing a horrible skin reaction on my chest and stomach. I am so angry about this, I don't know how much more I can take.""",Radiation skin reaction,Severity,Prefer not to answer,Neutral/Standard Register,Angry,2,False,False,True
" ""I'm so scared, my skin is turning red and itchy everywhere, even my face is affected. I'm so worried that I might get a fever or something.""",Radiation skin reaction,Severity,None,Informal Register,Fearful,5,False,False,False
" ""I am fed up with this radiation skin reaction. It is so annoying.""",Radiation skin reaction,Severity,Not applicable,Formal Register,Insulting,1,False,False,False
" ""My skin is a burning inferno, a fiery pit of agony, a scorching hell on earth, a blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering, blistering,",Radiation skin reaction,Severity,Moderate,Poetic/Literary Register,Insulting,4,False,True,False
" ""I'm so sick of this bloody radiation, it's giving me a skin reaction that looks like I've been sunburnt to a crisp!""",Radiation skin reaction,Severity,Mild,Informal Register,Insulting,2,False,False,True
" ""I have developed a red rash all over my body, which is very itchy and painful. It started after my radiation therapy sessions.""",Radiation skin reaction,Severity,Severe,Neutral/Standard Register,Friendly,4,False,False,False
" ""I have a red rash all over my body. It's itchy and I have blisters.""",Rash,Presence/Absence,Not sexually active,Neutral/Standard Register,Angry,1,True,False,True
" ""I have a rash all over my body and it's really itchy and red.""",Rash,Presence/Absence,Prefer not to answer,Neutral/Standard Register,Confused,3,False,False,True
" ""I've got this red rash on my arms and legs, and it's really itchy. I think I got it from the mosquito bites I got last weekend when I went camping.""",Rash,Presence/Absence,Not applicable,Informal Register,Confused,3,False,False,False
" ""I have been experiencing a rash on my skin for the past few days. It is red and itchy and it seems to be spreading all over my body. I have tried applying some creams and taking some antihistamines but it does not seem to be helping. I am worried that it might be some sort of infection. I have also been feeling a bit nauseous and dizzy lately. I hope I am not coming down with something.""",Rash,Presence/Absence,No,Formal Register,Confused,5,True,True,True
" ""I got this rash on me arse and it's been itchin like mad for the past few days. It's not too sore or nothin, just a bit red and bumpy like. I've tried puttin some cream on it but it ain't done much good. It's still there, still itchin.""",Rash,Presence/Absence,Yes,Vulgar Register,Friendly,3,False,False,True
" ""I'm so sick of this goddamn sunlight. It's like it's trying to burn me alive or something.""",Sensitivity to sunlight,Presence/Absence,Not sexually active,Informal Register,Insulting,3,False,False,False
" ""I'm always bloody sensitive to the sun, ya know? It's like me skin's on fire when I go out in it.""",Sensitivity to sunlight,Presence/Absence,Prefer not to answer,Vulgar Register,Angry,2,False,True,False
" ""I been gettin really bad burns from the sun lately. I put on sunscreen but it ain't workin. I been gettin really itchy too.""",Sensitivity to sunlight,Presence/Absence,Not applicable,Vulgar Register,Neutral,4,False,True,True
" ""I have been experiencing an extreme sensitivity to sunlight. I have been wearing sunglasses all the time, but even with them on, I can still feel the sun's heat on my skin. I am worried that this might be a sign of something more serious.""",Sensitivity to sunlight,Presence/Absence,No,Formal Register,Fearful,4,False,True,False
" ""I got this red rash all over my body and it's so itchy, I wanna scratch the hell outta it, and it's getting worse every day, and I think it's because of that new medicine I'm taking, and I'm so angry about it, and I don't wanna take it no more, and I wanna see a doctor now, and I want it fixed, and I'm so mad about this, and I don't wanna live with this, and I want it gone, and I want it gone now, and I'm so angry about this, and I don't wanna take no more of this shit, and I want it fixed now, and I want it fixed, and I want it fixed now, and I'm so angry about this, and I don't wanna take no more of this shit, and I want it fixed now, and I want it fixed, and I want it fixed now, and I'm so angry about this, and I don't wanna take no more of this shit, and I want it fixed now, and I want it fixed, and I want it fixed now, and I'm so angry about this, and I don't wanna take no more of this shit, and I want it fixed now, and I want it fixed, and I want it fixed now, and I'm so angry about this, and I don't wanna take no more of this shit, and I want it fixed now, and I want",Sensitivity to sunlight,Presence/Absence,Yes,Vulgar Register,Angry,2,False,False,True
