Dialogue_Generated,Symptoms,Descriptions,Meta,Language_Style,Tone,Detail_Level,Enumeration,Explicit_Symptom,Spelling_Errors
" ""I've been having a bit of a problem with my pecker, it's been a bit soft and I can't seem to get it up, and I've also been noticing a bit of discharge from my vagina, and I've been having a bit of trouble remembering things, I've been forgetting appointments and whatnot, and it's been really frustrating, I'm only 30 years old, I should be at the peak of my life, but I feel like I'm already declining, and it's all because of this bloody disease, I hope I can get better, I don't want to spend the rest of my life like this, it's a bloody shame, I'm a bloody shame.""","['Achieve and maintain erection', 'Vaginal discharge', 'Memory']","['Severity', 'Amount', 'Interference (with daily activities)']","['Moderate', 'Very much', 'Very much']",Poetic/Literary Register,Insulting,3,False,False,True
" ""I've been having some issues with my body lately. I've noticed that I don't sweat as much as I used to, and I've also been having trouble achieving and maintaining an erection. On top of that, I've been experiencing a vaginal discharge that's somewhat white in color.""","['Decreased sweating', 'Achieve and maintain erection', 'Vaginal discharge']","['Presence/Absence', 'Severity', 'Amount']","['Yes', 'Severe', 'Somewhat']",Neutral/Standard Register,Friendly,5,False,True,False
" ""I've got this rash on my arms and legs and it's been itching like crazy. I've also been having diarrhea for the past few days and I missed my expected menstrual period. I've also got bed sores on my back and butt because I've been bedridden for a while now. I'm so sick of being sick and I'm so sick of these stupid doctors who can't even be bothered to listen to me. They just give me some medication and send me on my way without even trying to figure out what's wrong with me. I'm so sick of being treated like a stupid patient who can't even speak up for themselves. I'm so sick of being ignored and dismissed. I'm so sick of being a patient.""","['Rash', 'Diarrhea', 'Missed expected menstrual period', 'Bed/pressure sores']","['Presence/Absence', 'Frequency', 'Presence/Absence', 'Presence/Absence']","['Prefer not to answer', 'Frequently', 'Prefer not to answer', 'No']",Neutral/Standard Register,Insulting,4,False,False,True
" ""I have been unable to have an orgasm for the past month and my voice has become hoarse.""","['Unable to have orgasm', 'Hoarseness']","['Presence/Absence', 'Severity']","['Yes', 'Moderate']",Formal Register,Angry,2,False,False,False
" ""I have noticed that my skin has become darker and I have a white vaginal discharge.""","['Vaginal discharge', 'Skin darkening']","['Amount', 'Presence/Absence']","['Somewhat', 'Not sexually active']",Formal Register,Neutral,3,False,False,False
" ""i cant believe this is happening to me. i have been having really painful urination and i missed my expected menstrual period. i cant even think straight because of the pain. i am so angry and frustrated right now.""","['Painful urination', 'Missed expected menstrual period']","['Severity', 'Presence/Absence']","['Not sexually active', 'Not sexually active']",Informal Register,Angry,2,False,True,True
" ""I've been having trouble with constipation for a while now. I try to eat healthy and drink plenty of water, but I just can't seem to go to the bathroom regularly. I've also been noticing some visual floaters lately. I'm not sure if it's just my eyes playing tricks on me or if there's something wrong. I've been feeling a little bit distracted and having trouble concentrating on things. I'm not sure if it's related to the constipation or the visual floaters, but I'm worried that it might be something more serious.""","['Constipation', 'Visual floaters', 'Concentration']","['Severity', 'Presence/Absence', 'Interference (with daily activities)']","['Very severe', 'Not sexually active', 'Not at all']",Neutral/Standard Register,Friendly,5,False,False,False
" ""I'm always feelin' dizzy, like I'm gonna fall over. And I'm sweatin' like a pig all the time. I got bruises all over my body, and my heart's always racin' like a bat outta hell. I can't even do the simplest things without gettin' all tired and achy.""","['Dizziness', 'Increased sweating', 'Bruising', 'Heart palpitations']","['Interference (with daily activities)', 'Severity', 'Presence/Absence', 'Frequency']","['A little bit', 'Prefer not to answer', 'Yes', 'Prefer not to answer']",Vulgar Register,Insulting,3,False,False,False
" ""My body stinks like a rotting corpse, my voice is hoarse as a raven's caw, my vision is blurred as a drunken man's gaze, and I am as sad as a wilted flower.""","['Body odor', 'Hoarseness', 'Blurred vision', 'Sad']","['Severity', 'Severity', 'Severity', 'Interference (with daily activities)']","['Prefer not to answer', 'Moderate', 'Moderate', 'Quite a bit']",Poetic/Literary Register,Neutral,4,False,False,True
" ""I've been having a lot of urinary frequency lately, and I'm feeling really sad. I've also noticed that my nails are getting discolored. I'm not sure what's causing it, but I think it might be related to my diet. I've been eating a lot of junk food and not getting enough fruits and vegetables. I'm also really stressed out about work and school. I'm not sleeping well either. I'm hoping that seeing a doctor will help me figure out what's going on and get some treatment.""","['Urinary frequency', 'Sad', 'Nail discoloration']","['Interference (with daily activities)', 'Frequency', 'Presence/Absence']","['A little bit', 'Frequently', 'No']",Neutral/Standard Register,Confused,3,False,False,False
" ""I have hot flashes and decreased sweating.""","['Hot flashes', 'Decreased sweating', 'Delayed orgasm', 'Urinary frequency']","['Frequency', 'Presence/Absence', 'Presence/Absence', 'Frequency']","['Rarely', 'Yes', 'Prefer not to answer', 'Frequently']",Neutral/Standard Register,Neutral,1,False,True,True
" ""I have been noticing that my nails have been developing ridges on them and I have also been experiencing a ringing in my ears.""","['Nail ridging', 'Ringing in ears']","['Presence/Absence', 'Severity']","['Not sexually active', 'Not sexually active']",Formal Register,Friendly,3,False,False,True
" ""I got these bloody sores in me mouth and throat, and I've been losing me hair like crazy, and I got these bloody headaches all the time, and I ain't had sex in ages, and I feel like I'm gonna die from all the pain and discomfort, and I'm so bloody angry and frustrated all the time, and I just wanna scream and shout and break something, and I'm so bloody depressed all the time, and I just wanna die already, and I'm so bloody tired all the time, and I just wanna sleep all the time, and I'm so bloody hungry all the time, and I just wanna eat all the time, and I'm so bloody thirsty all the time, and I just wanna drink all the time, and I'm so bloody sick and tired of being sick and tired all the time, and I just wanna be healthy and happy and normal again, and I'm so bloody sick and tired of being sick and tired all the time, and I just wanna be healthy and happy and normal again, and I'm so bloody sick and tired of being sick and tired all the time, and I just wanna be healthy and happy and normal again, and I'm so bloody sick and tired of being sick and tired all the time, and I just wanna be healthy and happy and normal again, and I'm so bloody sick and tired of being sick and tired all the time, and I just wanna be healthy and happy and normal again, and","['Mouth/throat sores', 'Hair loss', 'Headache']","['Severity', 'Amount', 'Severity']","['Severe', 'Very much', 'Not sexually active']",Vulgar Register,Insulting,5,False,False,True
" ""I have been experiencing a rash on my hands and feet for the past few days. It started off as a mild redness but now it has progressed to cracking and peeling. It is very painful and itchy. I also have a headache that is constant and severe. I have been experiencing abdominal discomfort and bloating for the past week. I have been having a lot of gas and it is very uncomfortable. I am worried that there is something seriously wrong with me.""","['Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain)', 'Headache', 'Gas']","['Severity', 'Frequency', 'Presence/Absence']","['Moderate', 'Frequently', 'Yes']",Formal Register,Fearful,5,False,False,False
" ""I got these stretch marks everywhere, and my vagina is so dry it feels like sandpaper. And my nails are all discolored and brittle. I've been vomiting so much I'm starting to lose weight. What the hell is wrong with me?""","['Stretch marks', 'Vaginal dryness', 'Nail discoloration', 'Vomiting']","['Presence/Absence', 'Severity', 'Presence/Absence', 'Severity']","['Yes', 'Prefer not to answer', 'Not sexually active', 'Very severe']",Vulgar Register,Angry,4,False,True,True
" ""I have this constant pain all over my body. It's like my whole body is on fire. I feel like I'm burning from the inside out. It's so intense that I can't sleep at night. I'm always tired and I feel like I'm going to pass out. I have this constant fear that I'm going to die from this pain. I'm so scared that I'm going to end up in the hospital. I'm so scared that I'm going to end up dying from this pain. I'm so scared that I'm going to end up in a wheelchair. I'm so scared that I'm going to end up in a nursing home. I'm so scared that I'm going to end up alone. I'm so scared that I'm going to end up with no one to take care of me. I'm so scared that I'm going to end up with no one to talk to. I'm so scared that I'm going to end up with no one to hold me. I'm so scared that I'm going to end up with no one to love me. I'm so scared that I'm going to end up with no one to care about me. I'm so scared that I'm going to end up with no one to help me. I'm so scared that I'm going to end up with no one to save me. I'm so scared that I'm going to end up with no one to protect me. I'm so scared","['General pain', 'Fecal incontinence']","['Severity', 'Frequency']","['Moderate', 'Rarely']",Neutral/Standard Register,Fearful,4,True,False,True
" ""I have been experiencing urinary urgency and nail loss for the past month. The urinary urgency is so severe that I have to wake up several times at night to urinate. I also have to urinate frequently during the day. I have lost several nails on both hands and feet. The nails that are left are brittle and break easily. I have tried to ignore the symptoms but they have become so severe that I can no longer perform my daily activities. I am very concerned about my health and would like to see a doctor as soon as possible.""","['Urinary urgency', 'Nail loss']","['Interference (with daily activities)', 'Presence/Absence']","['Not at all', 'No']",Formal Register,Neutral,5,True,True,True
" ""I got dry mouth and my skin is lookin darkern than usual.""","['Dry Mouth', 'Skin darkening']","['Severity', 'Presence/Absence']","['Not applicable', 'Not sexually active']",Vulgar Register,Neutral,2,False,False,True
